,Genre,Plot,Title
820,"Mystery, Thriller","An older man listens to Bill's story about being a callow writer who likes to follow strangers around London, observing them. One day, a glib and self-confident man whom Bill has been following confronts him. He's Cobb, a burglar who takes Bill under his wing and shows him how to break and enter. They burgle a woman's flat; Bill gets intrigued with her (photographs are everywhere in her flat). He follows her and chats her up at a bar owned by her ex-boyfriend, a nasty piece of work who killed someone in her living room with a hammer. Soon Bill is volunteering to do her a favor, which involves a break-in. What does the older man know that Bill doesn't?                ",Following
821,"Animation, Action, Adventure","It's the story about a lazy, irreverent slacker panda, named Po, who is the biggest fan of Kung Fu around...which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of Kung Fu and studies alongside his idols, the legendary Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task, and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths.                ",Kung Fu Panda
822,"Biography, Drama","Hunger follows life in the Maze Prison, Northern Ireland with an interpretation of the highly emotive events surrounding the 1981 IRA Hunger Strike, led by Bobby Sands. With an epic eye for detail, the film provides a timely exploration of what happens when body and mind are pushed to the uttermost limit.                ",Hunger
823,"Drama, Thriller","On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get home of his estranged ex-wife to see her daughter. He has a breakdown and leaves his car in a traffic jam in Los Angeles and decides to walk. Then he goes to a convenience store and tries to get some changes for a phone call but the Korean owner does not change his money. The unstable William breaks apart the shop with a baseball bat and goes to an isolated place to drink a coke. Two gangsters threaten him and he reacts hitting them with the bat. William continues walking and stops at a phone booth. The gangsters hunt him down with their gang and shoot him but crash their car. William goes nuts and takes their gym bag with weapons proceeding in his journey of rage against injustice. Meanwhile Sergeant Martin Prendergast that is working on his last day before retirement is following the wave of crimes and believes that the responsible is the same man but the other detectives do not pay attention to him.                ",Falling Down
824,"Drama, History, War","In World War II, the fall of Stalingrad will mean the collapse of the whole country. The Germans and Russians are fighting over every block, leaving only ruins behind. The Russian sniper Vassili Zaitsev stalks the Germans, taking them out one by one, thus hurting the morale of the German troops. The political officer Danilov leads him on, publishing his efforts to give his countrymen some hope. But Vassili eventually start to feel that he can not live up to the expectations on him. He and Danilov fall in love with the same girl, Tanya, a female soldier. From Germany comes the master sniper König to put an end to the extraordinary skilled Russian sniper.                ",Enemy at the Gates
825,"Action, Adventure, Comedy","After a long prison sentence Smiler Grogan is heading at high speed to a California park where he hid $350,000 from a job 15 years previously. He accidentally careens over a cliff in view of four cars whose occupants go down to help. The dying Grogan gives details of where the money is buried and when the witnesses fail to agree on sharing the cash, a crazy chase develops across the state.                ","It's a Mad, Mad, Mad, Mad World"
826,"Adventure, Drama, Sci-Fi","An American nuclear submarine encounters an alien species, which coincidentally causes massive electrical and hydraulic malfunctions, causing the sub to crash into an underwater cliff and sink. The navy asks the workers of a nearby underwater oil rig who are joined by a number of navy SEALS to locate and investigate the cause of the crash. As the crew embark on their mission, they encounter a number of difficulties and discover that they may not be alone. There is something else down there.                ",The Abyss
827,"Action, Adventure, Drama",Two powerful German guns control the seas past the Greek island of Navarone making the evacuation of endangered British troops on a neighboring island impossible. Air attack is useless so a team of six Allied and Greek soldiers is put ashore to meet up with partisans to try and dynamite the guns. The mission is perilous enough anyway but are the Germans on the island getting further help too?.                ,The Guns of Navarone
828,"Action, Biography, Drama","Ip Man 2 is a 2010 Hong Kong biographical martial arts film loosely based on the life of Ip Man, a grandmaster of the martial art Wing Chun. A sequel to the 2008 film Ip Man, the film was directed by Wilson Yip, and stars Donnie Yen, who reprises the leading role. Continuing after the events of the earlier film, the sequel centers on Ip's movements in Hong Kong, which is under British colonial rule. He attempts to propagate his discipline of Wing Chun, but faces rivalry from other practitioners, including the local master of Hung Ga martial arts.                ",Ip Man 2
829,"Animation, Adventure, Comedy",An imaginative Disney version of the Robin Hood legend. Fun and romance abound as the swashbuckling hero of Sherwood Forest and his valiant sidekick plot one daring adventure after another to outwit the greedy prince and his partner as they put the tax squeeze on the poor.                ,Robin Hood
830,"Animation, Family, Fantasy","Loosely based upon the story by Hans Christian Andersen. Ariel, youngest daughter of King Triton, is dissatisfied with life in the sea. She longs to be with the humans above the surface, and is often caught in arguments with her father over those ""barbaric fish-eaters"". She goes to meet Ursula, the Sea Witch, to strike a deal, but Ursula has bigger plans for this mermaid and her father.                ",The Little Mermaid
831,"Animation, Adventure, Drama","Mrs. Brisby, a widowed mouse, lives in a cinder block with her children on the Fitzgibbon farm. She is preparing to move her family out of the field they live in as plowing time approaches, however her son Timothy has fallen ill, and moving him could prove fatal. Mrs. Brisby visits The Great Owl, a wise creature who advises her to visit a mysterious group of rats who live beneath a rose bush on the farm. Upon visiting the rats, Brisby meets Nicodemus, the wise and mystical leader of the rats, and Justin, a friendly rat who immediately becomes attached to Mrs. Brisby. While there, she learns that her late husband, Mr. Jonathon Brisby, along with the rats, was a part of a series of experiments at a place known only as N.I.M.H. (revealed earlier in the story as the National Institute of Mental Health). The experiments performed on the mice and rats there boosted their intelligence, allowing them to read without being taught and to understand things such as complex mechanics and ...                ",The Secret of NIMH
832,"Drama, Romance, Thriller","Frustrated in his attempts to assassinate Yee, who is an important official in Japanese-ruled Shanghai, Old Wu, who has lost his wife and two sons as well as two women who had attempted to seduce Yee, now recruits Kuang, Mai Tai Tai, and their troupe of drama students from Hong Kong University in yet another attempt to do away with Yee. Mai Tai Tai is chosen to befriend Yee, which she does by posing as the wife of Mak, befriending Yee's wife and her female friends, and then eventually befriending Yee himself. Even though both get together, they do end up going separate ways, only to meet again four years later. This time Mai is all set to entrap Yee at Chandni Chowk Jewellers which is owned by an East Indian man named Khalid Saiduddin. The question does remain: Will she and her troupe succeed?                ","Lust, Caution"
833,"Drama, Thriller","High school teacher, Rainer Wegner, may be popular with the students, but he's also unorthodox. He's forced to teach autocracy for the school's project week. He's less than enthusiastic at first, but the response of the students is surprising to say the least. He forces the students to become more invested in the prospect of self rule, and soon the class project has its own power and eerily starts to resemble Germany's past. Can Wegner and his class realize what's happening before the horrors start repeating themselves?                ",The Wave
834,"Drama, Music, Romance","It is the mid-nineteenth century. Ada is a mute who has a young daughter, Flora. In an arranged marriage she leaves her native Scotland accompanied by her daughter and her beloved piano. Life in the rugged forests of New Zealand's North Island is not all she may have imagined and nor is her relationship with her new husband Stewart. She suffers torment and loss when Stewart sells her piano to a neighbour, George. Ada learns from George that she may earn back her piano by giving him piano lessons, but only with certain other conditions attached. At first Ada despises George but slowly their relationship is transformed and this propels them into a dire situation.                ",The Piano
835,"Biography, Drama, Sport","Oakland A's GM Billy Beane is handicapped with the lowest salary constraint in baseball. If he ever wants to win the World Series, Billy must find a competitive advantage. Billy is about to turn baseball on its ear when he uses statistical data to analyze and place value on the players he picks for the team.                ",Moneyball
836,"Comedy, Drama, Family","A boy named Walter is dropped by his mother Mae at his great-uncles' house. Later,Walter will find out his great-uncles' big secret. And rumors say that Hub & Garth, Walter's great uncles, have stolen much gold & money. (some say they stole it from Al Capone) Did they really steal that money or not?                ",Secondhand Lions
837,"Comedy, Horror","Two American college students are on a walking tour of Britain and are attacked by a werewolf. One is killed, the other is mauled. The werewolf is killed but reverts to its human form, and the local townspeople are unwilling to acknowledge its existence. The surviving student begins to have nightmares of hunting on four feet at first but then finds that his friend and other recent victims appear to him, demanding that he commit suicide to release them from their curse, being trapped between worlds because of their unnatural deaths.                ",An American Werewolf in London
838,"Drama, Romance","THE READER opens in post-war Germany when teenager Michael Berg becomes ill and is helped home by Hanna, a stranger twice his age. Michael recovers from scarlet fever and seeks out Hanna to thank her. The two are quickly drawn into a passionate but secretive affair. Michael discovers that Hanna loves being read to and their physical relationship deepens. Hanna is enthralled as Michael reads to her from ""The Odyssey,"" ""Huck Finn"" and ""The Lady with the Little Dog."" Despite their intense bond, Hanna mysteriously disappears one day and Michael is left confused and heartbroken. Eight years later, while Michael is a law student observing the Nazi war crime trials, he is stunned to find Hanna back in his life - this time as a defendant in the courtroom. As Hanna's past is revealed, Michael uncovers a deep secret that will impact both of their lives. THE READER is a story about truth and reconciliation, about how one generation comes to terms with the crimes of another.                ",The Reader
839,"Comedy, Drama, Romance","Andrew Largeman is a semi-successful television actor who plays a intellectually disabled quarterback. His somewhat controlling and psychiatrist father has led Andrew (""Large"") to believe that his mother's wheelchair bound life was his fault. Andrew decides to lay off the drugs that his father and his doctor made him believe that he needed, and began to see life for what it is. He began to feel the pain he had longed for, and began to have a genuine relationship with a girl who had some problems of her own.                ",Garden State
840,"Action, Adventure, Thriller","John McClane is now almost a full-blown alcoholic and is suspended from the NYPD. But when a bomb goes off in the Bonwit Teller Department Store the police go insane trying to figure out what's going on. Soon, a man named Simon calls and asks for McClane. Simon tells Inspector Walter Cobb that McClane is going to play a game called ""Simon Says"". He says that McClane is going to do the tasks he assigns him. If not, he'll blow off another bomb. With the help of a Harlem electrician, John McClane must race all over New York trying to figure out the frustrating puzzles that the crafty terrorist gives him. But when a bomb goes off in a subway station right by the Federal Reserve (the biggest gold storage in the world) things start to get heated up.                ",Die Hard: With a Vengeance
841,"Drama, Fantasy, Horror","It hasn't even been a year since a plantation owner named Louis lost his wife in childbirth. Both his wife and the infant died, and now he has lost his will to live. A vampire named Lestat takes a liking to Louis and offers him the chance to become a creature of the night: a vampire. Louis accepts, and Lestat drains Louis' mortal blood and then replaces it with his own, turning Louis into a vampire. Louis must learn from Lestat the ways of the vampire.                ",Interview with the Vampire: The Vampire Chronicles
842,"Biography, Drama","Marshall, Texas, described by James Farmer, Jr. as ""the last city to surrender after the Civil War,"" is home to Wiley College, where, in 1935-36, inspired by the Harlem Renaissance and his clandestine work as a union organizer, Professor Melvin Tolson coaches the debate team to a nearly-undefeated season that sees the first debate between U.S. students from white and Negro colleges and ends with an invitation to face Harvard University's national champions. The team of four, which includes a female student and a very young James Farmer, is tested in a crucible heated by Jim Crow, sexism, a lynch mob, an arrest and near riot, a love affair, jealousy, and a national radio audience.                ",The Great Debaters
843,"Drama, Sport","Based on the true story of a small-town Indiana team that made the state finals in 1954, this movie chronicles the attempts of a coach with a spotty past, and the town's basketball-loving drunk to lead their high school team to victory.                ",Hoosiers
844,"Comedy, Fantasy, Musical","Why are we here, what's it all about? The Monty Python-team is trying to sort out the most important question on Earth: what is the meaning of life? They do so by exploring the various stages of life, starting with birth. A doctor seems more interested in his equipment than in delivering the baby or caring for the mother, a Roman Catholic couple have quite a lot of children because 'every sperm is sacred'. In the growing and learning part of life, catholic schoolboys attend a rather strange church service and ditto sex education lesson. Onto war, where an officer's plan to attack is thwarted by his underlings wanting to celebrate his birthday and an officer's leg is bitten off by presumably an African tiger. At middle age a couple orders 'philosophy' at a restaurant, after which the film continues with live organ transplants. The autumn years are played in a restaurant, which, after being treated to the song 'Isn't It Awfully Nice to Have a Penis?' by an entertainer, sees the arrival ...                ",The Meaning of Life
845,"Action, Biography, Crime","Mesrine: Killer Instinct -- the first of two parts -- charts the outlaw odyssey of Jacques Mesrine (Vincent Cassel), the legendary French gangster of the 1960s and 1970s who came to be known as French Public Enemy No. 1 and The Man of a Thousand Faces. Infamous for his bravado and outrageously daring prison escapes, Mesrine carried out numerous robberies, kidnappings and murders in a criminal career that spanned continents until he was shot dead in 1979 by France's notorious anti-gang unit. Thirty years after his death, his infamy lives on. Mesrine was helped along the way by beautiful and equally reckless Jeanne Schneider (CÃ©cile de France), a Bonnie to match his Clyde. Mesrine made up his own epic, between romanticism and cruelty, flamboyance and tragedy.                ",Mesrine Part 1: Killer Instinct
846,"Action, Adventure, Sci-Fi","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth's Mightiest Heroes, including Iron Man, Captain America, Thor, the Incredible Hulk, Black Widow and Hawkeye, are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to the Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for a global adventure.                ",Avengers: Age of Ultron
847,"Horror, Mystery","Robert and Katherine Thorn seem to have it all. They are happily married and he is the US Ambassador to Great Britain, but they want more than to have children. When Katharine has a stillborn child, Robert is approached by a priest at the hospital who suggests that they take a healthy newborn whose mother has just died in childbirth. Without telling his wife he agrees. After relocating to London, strange events - and the ominous warnings of a priest - lead him to believe that the child he took from that Italian hospital is evil incarnate.                ",The Omen
848,"Action, Comedy, Crime","Bounty hunter Jack Walsh is sent to find and return bail jumper and former Mafia accountant, Jonathan ""The Duke"" Mardukas. The FBI have had no success in locating The Duke, so when Jack finds him in next to no time, they are a little embarrassed. In order to collect his $100,000 fee, Jack must take The Duke from New York to Los Angeles. However, the Mafia and the FBI have other ideas, as does Marvin, a rival bounty hunter. On their long cross-country trip to LA, the two get to know each other and they build up a strange friendship.                ",Midnight Run
849,"Drama, War","In 1938, the young girl Liesel Meminger is traveling by train with her mother and her younger brother when he dies. Her mother buries the boy in a cemetery by the tracks and Liesel picks up a book, ""The Gravediggers Handbook"", which was left on the grave of her brother and brings it with her. Liesel is delivered to a foster family in a small town and later she learns that her mother left her because she is a communist. Her stepmother, Rosa Hubermann, is a rude but caring woman and her stepfather, Hans Hubermann, is a simple kind-hearted man. Liesel befriends her next door neighbor, the boy Rudy Steiner, and they go together to the school. When Hans discovers that Liesel cannot read, he teaches her using her book and Liesel becomes an obsessed reader. During a Nazi speech where the locals are forced to burn books in a bonfire, Liesel recovers one book for her and the Major's wife Ilsa Hermann witnesses her action. Meanwhile Hans hides the Jewish Max Vandenburg, who is the son of a ...                ",The Book Thief
850,Drama,"It's November 30, 1962. Native Brit George Falconer, an English professor at a Los Angeles area college, is finding it difficult to cope with life. Jim, his personal partner of sixteen years, died in a car accident eight months earlier when he was visiting with family. Jim's family were not going to tell George of the death or accident, let alone allow him to attend the funeral. This day, George has decided to get his affairs in order before he will commit suicide that evening. As he routinely and fastidiously prepares for the suicide and post suicide, George reminisces about his life with Jim. But George spends this day with various people, who see a man sadder than usual and who affect his own thoughts about what he is going to do. Those people include Carlos, a Spanish immigrant/aspiring actor/gigolo recently arrived in Los Angeles; Charley, his best friend who he knew from England, she who is a drama queen of a woman who romantically desires her best friend despite his sexual ...                ",A Single Man
851,"Drama, Romance","Echoes of ""Madame Bovary"" in the American suburbs. Sarah's in a loveless marriage to an advertising executive, long days with her young daughter at the park and the pool, wanting more. Brad is an immature househusband, married to a flinty documentary filmmaker. Ronnie is just out of prison - two years for indecent exposure to a minor - living with his elderly mother, May; Larry is a retired cop, fixated on driving Ronnie away. Sarah and Brad connect, a respite of adult companionship at the pool. Ronnie and Larry have their demons. Brad should be studying for the bar; Larry misses his job; Ronnie's mom thinks he needs a girlfriend. Sarah longs to refuse to be trapped in an unhappy life. Where can these tangled paths lead?                ",Little Children
852,"Comedy, Horror","Lionel, a Mama's boy has the unwanted honor of having to look after his overbearingly evil mother. He ends up falling in love with a local woman who believes that they're destined together. In a moment of intentional sabotage of one of their dates, his mother is bitten by a mysterious creature that ends up zombifying her. It's only a matter of time before she rises from the dead a powerful, bloodthirsty zombie. It's only a matter of time before she starts infecting residents of the town and Lionel has to stop her...and them.                ",Dead Alive
853,"Action, Biography, Drama","Marcus Luttrell, a Navy Seal, and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. After running into mountain herders and capturing them, they were left with no choice but to follow their rules of engagement or be imprisoned. Now Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.                ",Lone Survivor
854,"Drama, Thriller","A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. A couple is drawn into a dangerous situation when their secrets are exposed online. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide in this riveting dramatic thriller about ordinary people struggling to connect in today's wired world.                ",Disconnect
855,"Animation, Adventure, Comedy","Back when the Earth was being overrun by glaciers, and animals were scurrying to save themselves from the upcoming Ice Age, a sloth named Sid, a woolly mammoth named Manny, and a saber-toothed tiger named Diego are forced to become unlikely heroes. The three reluctantly come together when they have to return a human child to its father while braving the deadly elements of the impending Ice Age.                ",Ice Age
856,"Drama, Romance","Because his wife left him and took his son with her, screenwriter Ben Sanderson has started drinking, a lot. He's getting more and more isolated and he troubles women in bars because he wants to have sex with them. When he gets fired, he decides to leave everything behind and move to Las Vegas and drink himself to death. In Las Vegas he meets Sera, a prostitute with some problems as well who he moves in with.                ",Leaving Las Vegas
857,"Crime, Drama, Thriller","The Charlestown neighborhood of Boston is renowned for churning out a high number of armed robbers, generation after generation. These robbers never leave their Charlestown life on their own volition, the neighborhood where there is an unwritten code to protect that lifestyle. Such robbers include friends Doug MacRay, James Coughlin, Albert 'Gloansy' Magloan and Desmond Elden. Doug and James in particular treat each other like family, as the Coughlins have realistically been as such to Doug since Doug's mother ran off and Doug's father, Stephen MacRay, was sent to prison. James' single mother sister, the drugged out Krista Coughlin, and Doug have a casual sexual relationship. The foursome carry out a mostly successful bank robbery, but due to circumstances take the bank manager, Claire Keesey, hostage for a short period before releasing her physically unharmed. They find out that Claire lives in Charlestown, so they want to ensure that she did not see anything that could incriminate ...                ",The Town
858,"Comedy, Horror","Two lovable West Virginian hillbillies, are headed to their ""fixer-upper"" vacation cabin to drink some beer, do some fishin', and have a good time. But when they run into a group of preppy college kids who assume from their looks that they must be in-bred, chainsaw wielding killers, Tucker & Dale's vacation takes a bloody & hilarious turn for the worse.                ",Tucker and Dale vs. Evil
859,"Biography, Drama, Romance","Based on actual events. Brandon Teena is the popular new guy in a tiny Nebraska town. He hangs out with the guys, drinking, cussing, and bumper surfing, and he charms the young women, who've never met a more sensitive and considerate young man. Life is good for Brandon, now that he's one of the guys and dating hometown beauty Lana; however, he's forgotten to mention one important detail. It's not that he's wanted in another town for GTA and other assorted crimes, but that Brandon Teena was actually born a woman named Teena Brandon. When his best friends make this discovery, Brandon's life is ripped apart.                ",Boys Don't Cry
860,"Action, Drama, Sci-Fi","At the story's heart is Caesar (<a href=""/name/nm0785227?ref_=tt_stry_pl"">Andy Serkis</a>), a chimpanzee who gains human-like intelligence and emotions from an experimental drug. Raised like a child by the drug's creator, Will Rodman (<a href=""/name/nm0290556?ref_=tt_stry_pl"">James Franco</a>) and a primatologist Caroline Aranha (<a href=""/name/nm2951768?ref_=tt_stry_pl"">Freida Pinto</a>), Caesar ultimately finds himself taken from the humans he loves and imprisoned in an ape sanctuary in San Bruno. Seeking justice for his fellow inmates, Caesar gives the fellow apes the same drug that he inherited. He then assembles a simian army and escapes the sanctuary - putting man and ape on a collision course that could change the planet forever.                ",Rise of the Planet of the Apes
861,"Biography, Drama","The biography of Charlie Chaplin, filmmaker extraordinaire. From his formative years in England to his highest successes in America, Charlie's life, work, and loves are followed. While his screen characters were extremely hilarious, the man behind ""The Little Tramp"" was constantly haunted by a sense of loss.                ",Chaplin
862,"Crime, Drama","A convicted murderer on Death Row and the nun who befriends him. Through the portrayal of finely drawn characters and their interactions as the days, hours, and minutes tick down to the condemned man's execution, powerful emotions are unleashed. While Matthew Poncelet and Sister Prejean desperately try to gain a stay of execution from the governor or the courts, scenes are intercut from the brutal crime, gradually revealing the truth about the events that transpired. In addition to her temporal help, the nun also tries to reach out spiritually and assist as a guide to salvation.                ",Dead Man Walking
863,Horror,"Five college students take time off to spend a peaceful vacation in a remote cabin. A book and audio tape is discovered, and its evil is found to be powerful once the incantations are read out loud. The friends find themselves helpless to stop the evil as it takes them one by one, with only one survivor left with the evil dead and desperately tries to fight to live until morning.                ",The Evil Dead
864,"Crime, Thriller","Roger Brown works as one of the most powerful headhunters in Norway. To support his extravagant lifestyle, he is also an art thief, which he does in cahoots with his friend, the gun toting Ove Kjikerud. They replace the originals with forgeries, which go undetected at least until the trail back to them goes cold. His outward bravado, based primarily on building upon reputation, masks his insecurities, especially in his short physical stature. He feels he needs that confident demeanor and wealth to get what he wants, including his trophy wife, art gallery owner Diana Brown. However, he almost seems to like the thought of what Diana represents more than Diana herself. As such, he has a mistress on the side named Lotte. The issue of having a baby - Diana wants to get pregnant while Roger doesn't want her to - is another bone of contention in their marriage. The two sides of Roger's professional life intersect when Diana introduces him to Clas Greve, who would be perfect for the CEO ...                ",Headhunters
865,"Crime, Drama, Mystery","The pediatrician Alexandre Beck misses his beloved wife Margot Beck, who was brutally murdered eight years ago when he was the prime suspect. When two bodies are found near where the corpse of Margot was dumped, the police reopen the case and Alex becomes suspect again. The mystery increases when Alex receives an e-mail showing Margot older and alive.                ",Tell No One
866,"Crime, Drama, Thriller","LA cabbie Max Durocher is the type of person who can wax poetic about other people's lives, which impresses U.S. Justice Department prosecutor Annie Farrell, one of his fares, so much that she gives him her telephone number at the end of her ride. Although a dedicated man as seen through the efficiency in which he does his work, he can't or won't translate that eloquence into a better life for himself. He deludes himself into believing that his now twelve year cabbie job is temporary and that someday he will own his own limousine service. He even lies to his hospitalized mother that he already owns one, with a further lie that he tells her as such primarily to make her happy, rather than the truth which is that he won't do anything to achieve that dream. One night, Max picks up a well dressed man named Vincent, who asks Max to be his only fare for the evening. For a flat fee of $600, plus an extra $100 if he gets to the airport on time - Vincent wants Max to drive him to five stops ...                ",Collateral
867,Drama,"In 1951, Laura Brown, a pregnant housewife, is planning a party for her husband, but she can't stop reading the novel 'Mrs. Dalloway'. Clarissa Vaughn, a modern woman living in present times is throwing a party for her friend Richard, a famous author dying of AIDS. These two stories are simultaneously linked to the work and life of Virginia Woolf, who's writing the novel mentioned before.                ",The Hours
868,"Comedy, Drama","After hearing a popular DJ rail against yuppies, a madman carries out a massacre in a popular New York bar. Dejected and remorseful, the DJ strikes up a friendship with Parry, a former professor who became unhinged and then homeless after witnessing his wife's violent death in the bar shooting. The DJ seeks redemption by helping Parry in his quest to recover an item that he believes is the Holy Grail and to win the heart of the woman he loves.                ",The Fisher King
869,"Action, Adventure","Gotham City: dark, dangerous, 'protected' only by a mostly corrupt police department. Despite the best efforts of D.A. Harvey Dent and police commissioner Jim Gordon, the city becomes increasingly unsafe...until a Dark Knight arises. We all know criminals are a superstitious, cowardly lot...so his disguise must be able to strike terror into their hearts. He becomes a bat. Enter Vicky Vale, a prize-winning photo journalist who wants to uncover the secret of the mysterious ""bat-man"". And enter Jack Napier, one-time enforcer for Boss Grissom, horribly disfigured after a firefight in a chemical factory...who, devoid of the last vestiges of sanity, seizes control of Gotham's underworld as the psychotic, unpredictable Clown Prince of Crime...the Joker. Gotham's only hope, it seems, lies in this dark, brooding vigilante. And just how does billionaire playboy Bruce Wayne fit into all of this?                ",Batman
870,"Comedy, Drama, Music","Thirty-something Rob Gordon, a former club DJ, owns a not so lucrative used record store in Chicago. He not so much employs Barry and Dick, but rather keeps them around as they showed up at the store one day and never left. All three are vinyl and music snobs, but in different ways. Rob has a penchant for compiling top five lists. The latest of these lists is his top five break-ups, it spurred by the fact that his latest girlfriend, Laura, a lawyer, has just broken up with him. He believed that Laura would be the one who would last, partly as an expectation of where he would be at this stage in his life. Rob admits that there have been a few incidents in their relationship which in an of themselves could be grounds for her to want to break-up. To his satisfaction, Laura is not on this top five list. Rob feels a need not only to review the five relationships, which go back as far a middle school when he was twelve, and try to come to terms with why the woman, or girl as the case may be...                ",High Fidelity
871,Comedy,"All that Neal Page wants to do is to get home for Thanksgiving. His flight has been cancelled due to bad weather, so he decides on other means of transport. As well as bad luck, Neal is blessed with the presence of Del Griffith, shower curtain ring salesman and all-around blabbermouth who is never short of advice, conversation, bad jokes, or company. And when he decides that he is going the same direction as Neal....                ","Planes, Trains & Automobiles"
872,"Action, Adventure, Drama","During the reign of the Tang dynasty in China, a secret organization called ""The House of the Flying Daggers"" rises and opposes the government. A police officer called Leo sends officer Jin to investigate a young dancer named Mei, claiming that she has ties to the ""Flying Daggers"". Leo arrests Mei, only to have Jin breaking her free in a plot to gain her trust and lead the police to the new leader of the secret organization. But things are far more complicated than they seem...                ",House of Flying Daggers
873,"Comedy, Drama, Musical","This movie, based on the cult Broadway musical of the 60s, tells a story about Claude, a young man from Oklahoma who comes to New York City. There he strikes up a friendship with a group of hippies, led by Berger, and falls in love with Sheila, a girl from a rich family. However, their happiness is short because Claude must go to the Vietnam war.                ",Hair
874,"Comedy, Drama, Romance","Miles is a failed writer living a meager existence in San Diego as an English teacher. With his career seemingly fading and the fate of a book hinging on a publisher's decision, Miles is depressed with himself and what he hasn't achieved. Jack is a television actor whom some recognize but not many do, as if he were a minor actor who got a taste of success. With his best friend Miles, the two embark on a road trip through California's wine country. Miles wants to give his friend a nice sendoff before married life, while Jack simply wants to have a fling beforehand. As they're both nearing middle age with not much to show for it, the two will explore the vineyards while ultimately searching for their identities.                ",Sideways
875,"Comedy, Horror","Follow the lives of Viago (Taika Waititi), Deacon (Jonathan Brugh), and Vladislav (Jemaine Clement) - three flatmates who are just trying to get by and overcome life's obstacles-like being immortal vampires who must feast on human blood. Hundreds of years old, the vampires are finding that beyond sunlight catastrophes, hitting the main artery, and not being able to get a sense of their wardrobe without a reflection-modern society has them struggling with the mundane like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.                ",What We Do in the Shadows
876,"Biography, Drama, Sport","This film tells the story of Rubin ""Hurricane"" Carter, an African-American man who rose above his troubled youth to become a top contender for the middle-weight boxing title. However, his dreams are shattered when he is accused of a triple murder, and is convicted to three natural-life terms. Despite becoming a cause celebre and his dogged efforts to prove his innocence through his autobiography, the years of fruitless efforts have left him discouraged. This changes when an African-American boy and his Canadian mentors read his book and are convinced of his innocence enough to work for his exoneration. However, what Hurricane and his friends learn is that this fight puts them against a racist establishment that profited from this travesty and have no intention of seeing it reversed.                ",The Hurricane
877,"Drama, Family, Fantasy","Iowa farmer Ray Kinsella hears a voice in his corn field tell him, ""If you build it, he will come."" He interprets this message as an instruction to build a baseball field on his farm, upon which appear the ghosts of Shoeless Joe Jackson and the other seven Chicago White Sox players banned from the game for throwing the 1919 World Series. When the voices continue, Ray seeks out a reclusive author to help him understand the meaning of the messages and the purpose for his field.                ",Field of Dreams
878,"Adventure, Drama, Family","Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key. Hugo needs to find the key to unlock the secret he believes it contains. On his adventures, he meets George Melies, a shopkeeper, who works in the train station, and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.                ",Hugo
879,"Action, Adventure, Sci-Fi","The time is the 24th century and the ship is the newly-commissioned Enterprise-E. Its captain, Jean-Luc Picard, has been ordered not to interfere in a battle between a Borg Cube and ships from the Federation. However, seeing the Federation is about to lose, Picard ignore his orders and takes command of the defending fleet. With his knowledge of the Cube's weak spot, they destroy it. However, a small part of it escapes and plots a course directly for Earth. The Enterprise chases it and enters a time distortion created by the Borg. They end up in the mid-21st century, and their only chance of stopping the Borg from assimilating Earth is to help Zefram Cochrane make his famous first faster-than-light travel to the stars.                ",Star Trek: First Contact
880,Comedy,"It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon.                ",Christmas Vacation
